,id,group,category,images,size,colour,season,price,made_in,clothes_care,brand
114, _ 1416/030,Mujer,Jeans,9,34-44,1,Primavera-Verano,"22,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
115, _ 7513/082,Mujer,Jeans,8,34-44,1,Primavera-Verano,"29,95",EGIPTO,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - No limpieza en seco - No usar secadora,Zara
116, _ 2999/562,Mujer,Jeans,7,32-44,1,Primavera-Verano,"25,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
117, _ 6840/052,Mujer,Jeans,8,34-46,3,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
118, _ 5862/083,Mujer,Jeans,10,32-44,1,Primavera-Verano,"25,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - No limpieza en seco - No usar secadora,Zara
119, _ 7223/021,Mujer,Jeans,8,32-46,6,Primavera-Verano,"25,95",PAKISTÁN,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
120,NULL,Mujer,Jeans,0,NULL,1,Primavera-Verano,"19,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
121, _ 6840/074,Mujer,Jeans,10,34-46,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
122, _ 6840/073,Mujer,Jeans,9,34-46,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
123,NULL,Mujer,Jeans,0,NULL,1,Primavera-Verano,"25,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
124, _ 8727/043,Mujer,Jeans,10,32-46,6,Primavera-Verano,"19,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
125, _ 9632/060,Mujer,Jeans,5,32-44,1,Primavera-Verano,"39,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
126, _ 3777/025,Mujer,Jeans,9,32-44,1,Primavera-Verano,"25,95",PAKISTÁN,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
127, _ 6840/068,Mujer,Jeans,9,32-40,3,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
128, _ 6045/008,Mujer,Jeans,8,32-46,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
129, _ 6840/071,Mujer,Jeans,7,34-46,3,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
130, _ 9632/051,Mujer,Jeans,10,XS-XXL,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
131, _ 9632/052,Mujer,Jeans,12,32-44,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
132, _ 3000/304,Mujer,Jeans,8,34-46,1,Primavera-Verano,"25,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
133, _ 7513/042,Mujer,Jeans,10,34-44,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
134, _ 6045/011,Mujer,Jeans,7,32-46,4,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
135, _ 2553/063,Mujer,Jeans,8,32-44,1,Primavera-Verano,"25,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
136, _ 6045/056,Mujer,Jeans,8,32-42,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
137, _ 8246/082,Mujer,Jeans,9,32-44,4,Primavera-Verano,"29,95",TÚNEZ,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
138, _ 6045/026,Mujer,Jeans,7,32-46,5,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
139, _ 4124/047,Mujer,Jeans,10,34-44,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
140, _ 8246/091,Mujer,Jeans,8,34-44,1,Primavera-Verano,"29,95",TÚNEZ,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
141,NULL,Mujer,Jeans,0,NULL,1,Primavera-Verano,"25,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
142, _ 8228/029,Mujer,Jeans,9,32-42,1,Primavera-Verano,"29,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
143, _ 6164/054,Mujer,Jeans,8,32-46,5,Primavera-Verano,"25,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
144, _ 9878/021,Mujer,Pantalones,6,XS-XXL,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
145, _ 1478/035,Mujer,Pantalones,5,XS-XL,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
146, _ 1478/025,Mujer,Pantalones,7,XS-XXL,5,Primavera-Verano,"19,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
147, _ 6929/024,Mujer,Pantalones,8,XS-XXL,1,Primavera-Verano,"25,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
148, _ 0264/234,Mujer,Pantalones,7,S-L,1,Primavera-Verano,"25,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
149, _ 2270/811,Mujer,Pantalones,6,XS-XL,1,Primavera-Verano,"29,95",ESPAÑA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
150, _ 3279/047,Mujer,Pantalones,10,34-46,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
151, _ 1608/037,Mujer,Pantalones,8,XS-XL,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
152, _ 2806/542,Mujer,Pantalones,6,XS-XL,1,Primavera-Verano,"29,95",ESPAÑA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
153, _ 2235/535,Mujer,Pantalones,5,34-44,4,Primavera-Verano,"19,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
154, _ 2940/183,Mujer,Pantalones,5,XS-XXL,1,Primavera-Verano,"39,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
155, _ 3115/196,Mujer,Pantalones,6,XS-XXL,1,Primavera-Verano,"39,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
156, _ 1608/030,Mujer,Pantalones,9,XS-XXL,3,Primavera-Verano,"19,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
157, _ 3037/542,Mujer,Pantalones,9,XS-XL,2,Primavera-Verano,"25,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
158, _ 8372/071,Mujer,Pantalones,9,XS-XXL,2,Primavera-Verano,"22,95",CAMBOYA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
159, _ 7385/555,Mujer,Pantalones,6,XS-XL,1,Primavera-Verano,"25,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
160, _ 8073/049,Mujer,Pantalones,8,34-46,1,Primavera-Verano,"19,95",MYANMAR,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
161, _ 9929/032,Mujer,Pantalones,7,XS-XXL,8,Primavera-Verano,"25,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
162, _ 3061/925,Mujer,Pantalones,5,32-44,1,Primavera-Verano,"29,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
163, _ 4043/052,Mujer,Pantalones,7,XS-XXL,1,Primavera-Verano,"29,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
164, _ 4387/066,Mujer,Pantalones,10,XS-XXL,2,Primavera-Verano,"22,95",CAMBOYA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - No planchar - No limpieza en seco - No usar secadora,Zara
165, _ 0264/115,Mujer,Pantalones,8,XS-L,5,Primavera-Verano,"19,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
166, _ 5427/153,Mujer,Pantalones,8,XS-XL,1,Primavera-Verano,"29,95",MYANMAR,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
167, _ 3068/045,Mujer,Pantalones,8,XS-XXL,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
168, _ 1608/034,Mujer,Pantalones,8,XS-XXL,2,Primavera-Verano,"19,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
169, _ 0264/358,Mujer,Pantalones,5,S-L,3,Primavera-Verano,"19,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
170,NULL,Mujer,Pantalones,0,NULL,1,Primavera-Verano,"19,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
171, _ 1165/115,Mujer,Pantalones,8,S-L,1,Primavera-Verano,"22,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
172, _ 3067/151,Mujer,Pantalones,6,XS-XXL,1,Primavera-Verano,"22,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
173, _ 2341/878,Mujer,Pantalones,8,XS-XXL,1,Primavera-Verano,"39,95",MARRUECOS,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
174, _ 8119/045,Mujer,Pantalones,8,XS-XXL,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
175, _ 7901/247,Mujer,Pantalones,8,34-46,1,Primavera-Verano,"19,95",CHINA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
176, _ 1930/033,Mujer,Pantalones,8,S-L,1,Primavera-Verano,"19,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
177, _ 3138/644,Mujer,Pantalones,7,XS-XL,1,Primavera-Verano,"29,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
178, _ 2760/101,Mujer,Pantalones,5,XS-XXL,1,Primavera-Verano,"39,95",MARRUECOS,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
179, _ 1608/220,Mujer,Pantalones,3,XS-XXL,1,Primavera-Verano,"19,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
180, _ 5039/143,Mujer,Pantalones,6,XS-XL,1,Primavera-Verano,"17,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
181, _ 2427/487,Mujer,Pantalones,4,XS-XXL,1,Primavera-Verano,"49,95",MARRUECOS,No lavar - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
182, _ 4387/130,Mujer,Pantalones,10,XS-XL,5,Primavera-Verano,"29,95",ESPAÑA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
183, _ 3044/588,Mujer,Pantalones,5,XS-XXL,1,Primavera-Verano,"29,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 200 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
184, _ 3279/050,Mujer,Pantalones,13,34-46,2,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
185,NULL,Mujer,Pantalones,7,S-L,6,Primavera-Verano,"17,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
186, _ 4886/067,Mujer,Pantalones,10,XS-XXL,1,Primavera-Verano,"39,95",TURQUÍA,No lavar - No usar lejía / blanqueador - No planchar - Lim.Seco tetracloroetileno - No usar secadora,Zara
187, _ 3067/158,Mujer,Pantalones,5,XS-XL,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
188, _ 0495/437,Hombre,Camisetas,11,S-XL,1,Primavera-Verano,"19,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
189, _ 0977/413,Hombre,Camisetas,9,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
190, _ 0722/409,Hombre,Camisetas,9,S-XL,1,Primavera-Verano,"22,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
191, _ 9240/320,Hombre,Camisetas,8,S-XL,9,Primavera-Verano,"12,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
192, _ 6224/423,Hombre,Camisetas,9,S-XL,1,Primavera-Verano,"17,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
193, _ 0679/423,Hombre,Camisetas,8,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
194, _ 1775/401,Hombre,Camisetas,8,M-XL,2,Primavera-Verano,"22,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
195, _ 0977/407,Hombre,Camisetas,9,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
196, _ 6224/424,Hombre,Camisetas,8,S-XL,1,Primavera-Verano,"17,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
197, _ 0722/438,Hombre,Camisetas,8,S-XL,2,Primavera-Verano,"17,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
198, _ 0495/436,Hombre,Camisetas,9,S-XL,1,Primavera-Verano,"19,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
199, _ 0722/435,Hombre,Camisetas,10,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
200, _ 0495/414,Hombre,Camisetas,5,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
201, _ 0962/419,Hombre,Camisetas,10,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
202, _ 0679/427,Hombre,Camisetas,10,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
203, _ 0679/409,Hombre,Camisetas,8,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
204, _ 0679/414,Hombre,Camisetas,8,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
205, _ 0722/413,Hombre,Camisetas,8,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
206, _ 8288/645,Hombre,Camisetas,10,S-XL,2,Primavera-Verano,"25,95",CHINA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
207, _ 0722/427,Hombre,Camisetas,8,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
208,NULL,Hombre,Camisetas,0,NULL,1,Primavera-Verano,"19,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
209, _ 0679/450,Hombre,Camisetas,9,S-XL,3,Primavera-Verano,"15,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
210, _ 0679/432,Hombre,Camisetas,10,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
211, _ 5584/400,Hombre,Camisetas,5,S-XXL,7,Primavera-Verano,"9,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
212, _ 3366/400,Hombre,Camisetas,10,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
213, _ 6917/422,Hombre,Camisetas,7,S-XL,3,Primavera-Verano,"25,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
214, _ 3332/430,Hombre,Camisetas,10,S-XL,2,Primavera-Verano,"19,95",BULGARIA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
215, _ 6224/407,Hombre,Camisetas,9,S-XL,1,Primavera-Verano,"19,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
216, _ 0679/428,Hombre,Camisetas,12,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
217, _ 2632/414,Hombre,Camisetas,7,M-XL,2,Primavera-Verano,"22,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
218, _ 6224/422,Hombre,Camisetas,9,S-XL,1,Primavera-Verano,"17,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
219, _ 2649/400,Hombre,Camisetas,8,S-XL,4,Primavera-Verano,"12,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
220, _ 0722/411,Hombre,Camisetas,9,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
221, _ 5584/418,Hombre,Camisetas,8,S-XL,1,Primavera-Verano,"17,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
222, _ 4090/410,Hombre,Camisetas,9,S-XL,4,Primavera-Verano,"17,95",PORTUGAL,Lavar a mano max 30ºC - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
223,NULL,Hombre,Camisetas,8,-40,1,Primavera-Verano,"95,00",NULL,NULL - NULL - NULL - NULL - NULL,Zara
224, _ 4644/408,Hombre,Camisetas,8,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
